Porcentagem 0,Porcentagem 10,Porcentagem 20,Porcentagem 30
0.6447826454018405,0.6447826454018405,0.6649890185493901,0.6649890185493901
0.6666666666666667,0.6666666666666667,0.6833333333333333,0.6833333333333333
0.6526118326118325,0.6526118326118325,0.6886883486883486,0.6886883486883486
0.6666666666666667,0.6666666666666667,0.6833333333333333,0.6833333333333333
0.0009824275970458985,0.0011857032775878906,0.0010873794555664063,0.0009795665740966798
0.09504835343381386,0.09504835343381386,0.05767363073572473,0.05767363073572473
0.0950146187582615,0.0950146187582615,0.042491829279939886,0.042491829279939886
0.11186235398176886,0.11186235398176886,0.04281266796522549,0.04281266796522549
0.0950146187582615,0.0950146187582615,0.042491829279939886,0.042491829279939886
1.0192052656996774e-05,0.0003972964279704789,0.00020803899734829893,4.8219531365230945e-06
