Porcentagem 0,Porcentagem 10,Porcentagem 20,Porcentagem 30,Porcentagem 40,Porcentagem 50,Porcentagem 60,Porcentagem 70,Porcentagem 80,Porcentagem 90
0.9665359477124185,0.9665359477124185,0.9665359477124185,0.9245393713040773,0.9245393713040773,0.6553277132224501,0.6553277132224501,0.6553277132224501,0.19421905923453914,0.19421905923453914
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.925,0.925,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.2166666666666667,0.2166666666666667
0.9703703703703702,0.9703703703703702,0.9703703703703702,0.9317724867724868,0.9317724867724868,0.6570274170274171,0.6570274170274171,0.6570274170274171,0.1887926887926888,0.1887926887926888
0.9666666666666668,0.9666666666666668,0.9666666666666668,0.925,0.925,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.2166666666666667,0.2166666666666667
0.0009869098663330077,0.0009824752807617188,0.0010840892791748047,0.0009835720062255859,0.000977802276611328,0.0009802818298339845,0.0007866859436035156,0.0009781360626220704,0.0009775161743164062,0.0009786605834960938
0.016732026143790834,0.016732026143790834,0.016732026143790834,0.031350032089883434,0.031350032089883434,0.22154694634120145,0.22154694634120145,0.22154694634120145,0.04879607960971618,0.04879607960971618
0.016666666666666653,0.016666666666666653,0.016666666666666653,0.0311804782231162,0.0311804782231162,0.1954339899926429,0.1954339899926429,0.1954339899926429,0.06666666666666668,0.06666666666666668
0.014814814814814836,0.014814814814814836,0.014814814814814836,0.03135745432095851,0.03135745432095851,0.24064847110647886,0.24064847110647886,0.24064847110647886,0.05035112483717727,0.05035112483717727
0.016666666666666653,0.016666666666666653,0.016666666666666653,0.0311804782231162,0.0311804782231162,0.1954339899926429,0.1954339899926429,0.1954339899926429,0.06666666666666668,0.06666666666666668
1.4697572387697129e-05,1.0192944974688641e-05,0.00020936409559812715,1.006634751029542e-05,1.7675164215899123e-06,6.251115089459949e-06,0.0003934617007287931,2.583735882595838e-06,1.5742849368304422e-06,2.1292794763342004e-06
