Porcentagem 0,Porcentagem 10,Porcentagem 20,Porcentagem 30
0.80765639589169,0.80765639589169,0.6898243156911887,0.6898243156911887
0.8083333333333332,0.8083333333333332,0.7,0.7
0.817989417989418,0.817989417989418,0.7069143819143818,0.7069143819143818
0.8083333333333332,0.8083333333333332,0.7,0.7
0.0012781620025634766,0.0009876251220703124,0.0011873722076416015,0.0009820938110351562
0.06261312313815644,0.06261312313815644,0.06687633723380072,0.06687633723380072
0.062360956446232345,0.062360956446232345,0.06123724356957945,0.06123724356957945
0.06983079727479392,0.06983079727479392,0.06464968555159033,0.06464968555159033
0.062360956446232345,0.062360956446232345,0.06123724356957945,0.06123724356957945
0.00039490693653440346,1.2288714346194927e-05,0.00025779888628682854,1.022968525351553e-05
